VWR_product_category,VWR_product_sub_category,VWR_product_id,VWR_product_name,VWR_product_quantity,VWR_product_price,VWR_product_url,VWR_image_url,VWR_product_desc
Adhesives,NA,VF-0082-A1,"Epoxy Worktop Adhesive, Kewaunee Epoxy top cement, 1 pint",1,$85.83,https://us.vwr.com/store/product/4679459/epoxy-worktop-adhesive-kewaunee,https://us.vwr.com/supplier/smallweb/ImageUnavailable.jpg,Description: Use to join KEMRESIN® worktop sections.
Adhesives,NA,82002-792,"PRISM® 408™ Low Odor/Low Bloom Instant Adhesive, Loctite®, Henkel 20 g (0.7 oz.) bottle",1,$752.32,https://us.vwr.com/store/product/4598797/prism-408tm-low-odor-low-bloom-instant-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/65/51/4646551.jpg,Description: This low-viscosity adhesive instantly bonds components with minimal fumes or odors and has non-blooming characteristics.
Adhesives,NA,76252-544,"Loctite® Adhesives, R.S. Hughes, Henkel Loctite® Prism 4081, Clear, 20 g",1,$143.12,https://us.vwr.com/store/product/25157038/loctite-adhesives-r-s-hughes-henkel,https://us.vwr.com/supplier/smallweb/ImageUnavailable.jpg,"Description: These Loctite clear cyanoacrylate adhesives are compatible with metal, thermoplastic and thermoset plastic materials with a 24 hour cure time."
Adhesives,NA,76252-546,"Loctite® Adhesives, R.S. Hughes, Henkel Loctite® Super Bonder 4981, Clear, 20 g",1,$123.34,https://us.vwr.com/store/product/25157038/loctite-adhesives-r-s-hughes-henkel,https://us.vwr.com/supplier/smallweb/ImageUnavailable.jpg,"Description: These Loctite clear cyanoacrylate adhesives are compatible with metal, thermoplastic and thermoset plastic materials with a 24 hour cure time."
Adhesives,NA,500025-999,"Velcro® Extreme Fasteners Rough surface self-adhesive indoor/outdoor, Titanium, 1x4"" per pad",10,$8.68,https://us.vwr.com/store/product/7091667/velcro-extreme-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/34/23/22883423.jpg,Description: Great for porous surfaces such as concrete and brick
Adhesives,NA,500031-594,"Scotch® Super 77 Multipurpose Spray Adhesive, 3M Adhesive spray, aerosol, Transparent, 13.57 oz., Can",1,$24.74,https://us.vwr.com/store/product/7082146/scotch-super-77-multipurpose-spray-adhesive-3m,https://us.vwr.com/stibo/smallweb/std.lang.all/02/99/7750299.jpg,"Description: Bonds many papers, cardboard, foils, plastic and foam."
Adhesives,NA,83007-504,"Threadlocker 271™ High Strength Adhesive, Loctite®, Henkel 50 ml bottle",1,$62.81,https://us.vwr.com/store/product/4597591/threadlocker-271tm-high-strength-adhesive-loctite-henkel,https://us.vwr.com/supplier/smallweb/ImageUnavailable.jpg,"Description: Designed for the permanent locking and sealing of fasteners such as large bolts and studs (M25 and larger) up to 25mm (1"") diameter."
Adhesives,NA,500025-986,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive dot rolls in plastic dispenser, Beige, 3/4"" diameter per pad",1,$25.52,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500024-200,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive dot rolls in plastic dispenser, Black, 5/8"" diameter per pad",75,$10.02,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500024-164,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive dot rolls in plastic dispenser, Clear, 5/8"" Diameter per pad",75,$10.14,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500041-443,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive squares, Clear, 7/8x7/8"" per pad",12,$2.82,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500027-185,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive tape rolls in dispenser box, Beige, 3/4""x15' per pad",1,$26.93,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500027-184,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive tape rolls in dispenser box, White, 3/4""x15' per pad",1,$26.92,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500027-183,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive tape rolls in dispenser box, Black, 3/4""x15' per pad",1,$26.92,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500000-055,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive tape rolls in dispenser box, White, 3/4""x30' per pad",1,$51.22,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500009-865,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive tape rolls in dispenser box, Clear, 3/4""x15' per pad",1,$26.92,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500000-054,"Velcro® Sticky-Back® Hook and Loop Fasteners Self-adhesive tape rolls in dispenser box, Black, 3/4""x30' per pad",1,$51.22,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500027-162,"Velcro® Sticky-Back® Hook and Loop Fasteners Tape rolls in plastic dispenser, Black, 3/4""x5' per pad",1,$9.86,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,500027-164,"Velcro® Sticky-Back® Hook and Loop Fasteners Tape rolls in plastic dispenser, White, 3/4""x5' per pad",1,$9.74,https://us.vwr.com/store/product/7081644/velcro-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/82/90/23208290.jpg,"Description: Whenever you need a quick, easy fix, reach for STICKY BACK® fasteners to get the job done"
Adhesives,NA,300050-784,"1-Minute® Gel Epoxy, Devcon Epoxy 1 min, Amber",1,$63.37,https://us.vwr.com/store/product/7604067/1-minute-gel-epoxy-devcon,https://us.vwr.com/stibo/smallweb/std.lang.all/45/67/18984567.jpg,Description: A multi-purpose gel epoxy.
Adhesives,NA,500038-611,"Elmer's® Glue-All® White Glue Glue-All®, White application, Clear dry, 7.625 oz.",1,$5.55,https://us.vwr.com/store/product/7082151/elmer-s-glue-all-white-glue,https://us.vwr.com/stibo/smallweb/std.lang.all/11/28/23631128.jpg,"Description: Versatile all-purpose glue is perfect for school projects, crafts, and light home repair."
Adhesives,NA,500038-612,"Elmer's® Glue-All® White Glue Glue-All®, White application, Clear dry, 1 gal.",1,$40.51,https://us.vwr.com/store/product/7082151/elmer-s-glue-all-white-glue,https://us.vwr.com/stibo/smallweb/std.lang.all/11/28/23631128.jpg,"Description: Versatile all-purpose glue is perfect for school projects, crafts, and light home repair."
Adhesives,NA,500038-610,"Elmer's® Glue-All® White Glue Glue-All®, White application, Clear dry, 4 oz.",1,$2.46,https://us.vwr.com/store/product/7082151/elmer-s-glue-all-white-glue,https://us.vwr.com/stibo/smallweb/std.lang.all/11/28/23631128.jpg,"Description: Versatile all-purpose glue is perfect for school projects, crafts, and light home repair."
Adhesives,NA,300001-033,"404™ Quick Set™ Instant Adhesive, Loctite, Henkel Quick set 404, Clear, 0.4 lb. (4 oz.), Bottle",1,$235.81,https://us.vwr.com/store/product/7604076/404tm-quick-settm-instant-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/00/10/7620010.jpg,Description: A quick-set instant adhesive.
Adhesives,NA,19807-510,"Threadlocker 242™ Removable-Grade Adhesive, Loctite®, Henkel 10 ml (0.34 oz.) bottle, Blue",1,$664.33,https://us.vwr.com/store/product/4601482/threadlocker-242tm-removable-grade-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/47/78/4904778.jpg,"Description: Medium-strength, removable, general-purpose Threadlocker 242™ adhesive is well suited for use with fasteners 6.4–19mm (¼–¾"") in diameter."
Adhesives,NA,19807-512,"Threadlocker 242™ Removable-Grade Adhesive, Loctite®, Henkel 50 ml (1.69 oz.) bottle, Blue",1,$142.13,https://us.vwr.com/store/product/4601482/threadlocker-242tm-removable-grade-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/47/78/4904778.jpg,"Description: Medium-strength, removable, general-purpose Threadlocker 242™ adhesive is well suited for use with fasteners 6.4–19mm (¼–¾"") in diameter."
Adhesives,NA,19807-514,"Threadlocker 242™ Removable-Grade Adhesive, Loctite®, Henkel 250 ml (8.45 oz.) bottle, Blue",1,"$4,633.33",https://us.vwr.com/store/product/4601482/threadlocker-242tm-removable-grade-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/47/78/4904778.jpg,"Description: Medium-strength, removable, general-purpose Threadlocker 242™ adhesive is well suited for use with fasteners 6.4–19mm (¼–¾"") in diameter."
Adhesives,NA,82002-808,"Assure™ 425™ Surface-Curing Threadlocker, Loctite®, Henkel 20 g (0.7 oz.) bottle",10,$328.95,https://us.vwr.com/store/product/4600823/assuretm-425tm-surface-curing-threadlocker-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/00/38/4640038.jpg,"Description: This low-strength, fast-curing threadlocker was developed for locking fasteners on plastic or metal parts."
Adhesives,NA,76250-728,"Velcro® One-Wrap Self Gripping Roll, Zoro Re-usable One-Wrap Self Gripping Roll, Black, 1/2""×75'",1,$73.03,https://us.vwr.com/store/product/24814150/velcro-one-wrap-self-gripping-roll-zoro,https://us.vwr.com/supplier/smallweb/ImageUnavailable.jpg,Description: Re-usable One-Wrap Self Gripping Roll
Adhesives,NA,12778-022,"Jet-melt™ Hot Melt Adhesives, 3M™ Jet-melt adhesives, 2.5×7.6 cm (1×3"") per stick, 10 kg (22 lbs.)/Box",1,$256.22,https://us.vwr.com/store/product/4597413/jet-melttm-hot-melt-adhesives-3mtm,https://us.vwr.com/stibo/smallweb/std.lang.all/84/65/4648465.jpg,"Description: Solvent-free adhesives achieve bond strength in seconds to bond wood, plastics, foam, fabric, cardboard, and many other surfaces. For use with Polygun..."
Adhesives,NA,12778-018,"Jet-melt™ Hot Melt Adhesives, 3M™ Jet-melt adhesives, 1.6×5.1 cm (5/8×2"") per stick, 5 kg (11 lbs.)/Box",1,$81.67,https://us.vwr.com/store/product/4597413/jet-melttm-hot-melt-adhesives-3mtm,https://us.vwr.com/stibo/smallweb/std.lang.all/84/65/4648465.jpg,"Description: Solvent-free adhesives achieve bond strength in seconds to bond wood, plastics, foam, fabric, cardboard, and many other surfaces. For use with Polygun..."
Adhesives,NA,82002-800,"Super Bonder® 416™ Instant Adhesive, Loctite®, Henkel 28.3 g (1 oz.) bottle",10,$746.19,https://us.vwr.com/store/product/4600818/super-bonder-416tm-instant-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/61/92/4906192.jpg,"Description: Super Bonder® 416™ adhesive is a high-viscosity, industrial-grade instant adhesive."
Adhesives,NA,82002-802,"Super Bonder® 416™ Instant Adhesive, Loctite®, Henkel 454 g (1 lb.) bottle",1,$266.17,https://us.vwr.com/store/product/4600818/super-bonder-416tm-instant-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/61/92/4906192.jpg,"Description: Super Bonder® 416™ adhesive is a high-viscosity, industrial-grade instant adhesive."
Adhesives,NA,500033-486,"Tombow® Mono® Aqua Liquid Glue Glue, liquid mono aqua, Clear application, Clear dry, 1.690 oz.",1,$3.46,https://us.vwr.com/store/product/7082158/tombow-mono-aqua-liquid-glue,https://us.vwr.com/stibo/smallweb/std.lang.all/82/12/22918212.jpg,Description: Features two applicators to cover all your gluing needs.
Adhesives,NA,76313-912,"LOCTITE® 680 Retaining Compounds, Henkel Corporation Retaining Compounds, 10 ml",1,$254.39,https://us.vwr.com/store/product/26062958/loctite-680-retaining-compounds-henkel-corporation,https://us.vwr.com/stibo/smallweb/std.lang.all/42/44/26074244.jpg,"Description: Designed for the bonding of cylindrical fitting parts, particularly where low viscosity is required. This compound prevents loosening and leakage from..."
Adhesives,NA,76439-342,"Scotch-Weld™ Epoxy Adhesive DP190, Gray, 48.5 ml Duo-Pak, 3M™ Epoxy, 15 month shelf life, sets in 90 minutes, 48.5 ml, Cartridge",12,$438.75,https://us.vwr.com/store/product/34686336/scotch-weldtm-epoxy-adhesive-dp190-gray-48-5-ml-duo-pak-3mtm,https://us.vwr.com/stibo/smallweb/std.lang.all/57/60/34675760.jpg,Description: 3M™ Scotch-Weld™ Epoxy Adhesive DP190 is a two-part epoxy adhesive that delivers exceptional performance with high shear and peel strength. Extremely ...
Adhesives,NA,76439-340,"Scotch-Weld™ Epoxy Adhesive DP190, Gray, 48.5 ml Duo-Pak, 3M™ Epoxy, 24 month shelf life, sets in 4 minutes, 48.5 ml, Cartridge",12,$478.44,https://us.vwr.com/store/product/34686336/scotch-weldtm-epoxy-adhesive-dp190-gray-48-5-ml-duo-pak-3mtm,https://us.vwr.com/stibo/smallweb/std.lang.all/57/60/34675760.jpg,Description: 3M™ Scotch-Weld™ Epoxy Adhesive DP190 is a two-part epoxy adhesive that delivers exceptional performance with high shear and peel strength. Extremely ...
Adhesives,NA,75878-454,"Gorilla Glue® Super Glue Instant bond super glue, 10 g",1,$12.75,https://us.vwr.com/store/product/27276100/gorilla-glue-super-glue,https://us.vwr.com/stibo/smallweb/std.lang.all/15/29/26631529.jpg,"Description: Gorilla Super Glue makes a strong, instant bond with an Impact-Tough™ formula for a less brittle bond."
Adhesives,NA,75878-456,"Gorilla Glue® Super Glue Instant bond super glue, 15 g",1,$15.76,https://us.vwr.com/store/product/27276100/gorilla-glue-super-glue,https://us.vwr.com/stibo/smallweb/std.lang.all/15/29/26631529.jpg,"Description: Gorilla Super Glue makes a strong, instant bond with an Impact-Tough™ formula for a less brittle bond."
Adhesives,NA,500000-053,"Scotch® Removable Wall Mounting Tabs, 3M Removable, repositionable double-sided adhesive mounting tape, White, 1×1""",16,$3.12,https://us.vwr.com/store/product/7087464/scotch-removable-wall-mounting-tabs-3m,https://us.vwr.com/stibo/smallweb/std.lang.all/81/55/33678155.jpg,"Description: Mount posters, signs and banners securely with these precut double-sided mounting tabs"
Adhesives,NA,470024-626,"Liquid Cyanoacrylate Glue Glue, 1 oz.",1,$21.95,https://us.vwr.com/store/product/8879577/liquid-cyanoacrylate-glue,https://us.vwr.com/stibo/smallweb/std.lang.all/44/08/10314408.jpg,Description: This glue is suitable for use in forensics.
Adhesives,NA,470020-474,"Glue and Adhesives Glue, school white 4 oz.",1,$5.40,https://us.vwr.com/store/product/8875943/glue-and-adhesives,https://us.vwr.com/stibo/smallweb/std.lang.all/34/52/28903452.jpg,Description: Versatile glue and adhesives.
Adhesives,NA,470095-028,"Glue and Adhesives Glue, tacky, 236 ml",1,$7.30,https://us.vwr.com/store/product/8875943/glue-and-adhesives,https://us.vwr.com/stibo/smallweb/std.lang.all/34/52/28903452.jpg,Description: Versatile glue and adhesives.
Adhesives,NA,470149-726,Glue and Adhesives Glue stick,1,$2.20,https://us.vwr.com/store/product/8875943/glue-and-adhesives,https://us.vwr.com/stibo/smallweb/std.lang.all/34/52/28903452.jpg,Description: Versatile glue and adhesives.
Adhesives,NA,470105-494,Glue and Adhesives Krazy glue,1,$8.20,https://us.vwr.com/store/product/8875943/glue-and-adhesives,https://us.vwr.com/stibo/smallweb/std.lang.all/34/52/28903452.jpg,Description: Versatile glue and adhesives.
Adhesives,NA,470003-360,"Glue and Adhesives Glue, school white 4 oz.",1,$2.25,https://us.vwr.com/store/product/8875943/glue-and-adhesives,https://us.vwr.com/stibo/smallweb/std.lang.all/34/52/28903452.jpg,Description: Versatile glue and adhesives.
Adhesives,NA,500027-030,"Velcro® Industrial Strength Sticky-Back® Hook and Loop Fasteners Industrial strength self-adhesive strips, White, 2""x15' per pad",1,$42.32,https://us.vwr.com/store/product/7091664/velcro-industrial-strength-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/95/99/23209599.jpg,Description: 50% stronger than standard hook and loop fasteners
Adhesives,NA,500009-849,"Velcro® Industrial Strength Sticky-Back® Hook and Loop Fasteners Industrial strength self-adhesive strips, Black, 2x4"" per pad",2,$3.23,https://us.vwr.com/store/product/7091664/velcro-industrial-strength-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/95/99/23209599.jpg,Description: 50% stronger than standard hook and loop fasteners
Adhesives,NA,500027-029,"Velcro® Industrial Strength Sticky-Back® Hook and Loop Fasteners Industrial strength self-adhesive strips, Black, 2""x15' per pad",1,$42.32,https://us.vwr.com/store/product/7091664/velcro-industrial-strength-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/95/99/23209599.jpg,Description: 50% stronger than standard hook and loop fasteners
Adhesives,NA,500009-850,"Velcro® Industrial Strength Sticky-Back® Hook and Loop Fasteners Industrial strength self-adhesive strips, White, 2x4"" per pad",2,$3.23,https://us.vwr.com/store/product/7091664/velcro-industrial-strength-sticky-back-hook-and-loop-fasteners,https://us.vwr.com/stibo/smallweb/std.lang.all/95/99/23209599.jpg,Description: 50% stronger than standard hook and loop fasteners
Adhesives,NA,500027-092,"Scotch® Clear Mounting Squares, Removable, 3M Permanent double-sided adhesive mounting tape, Clear, 11/16×11/16 """,35,$4.00,https://us.vwr.com/store/product/7087458/scotch-clear-mounting-squares-removable-3m,https://us.vwr.com/stibo/smallweb/std.lang.all/92/10/22829210.jpg,"Description: Hang notes, photos and other lightweight items on metal, glass, wood, plastic—most smooth surfaces"
Adhesives,NA,500039-438,"Scotch® Adhesive Putty, 3M Adhesive, removable and reusable, 2 oz.",1,$2.52,https://us.vwr.com/store/product/7092953/scotch-adhesive-putty-3m,https://us.vwr.com/stibo/smallweb/std.lang.all/13/77/22881377.jpg,Description: Removable adhesive putty.
Adhesives,NA,300050-782,"5 Minute® Epoxy, Devcon Epoxy in Dev-Pak™, Light Amber, 50 ml",1,$49.08,https://us.vwr.com/store/product/7604082/5-minute-epoxy-devcon,https://us.vwr.com/stibo/smallweb/std.lang.all/45/62/18984562.jpg,"Description: A rapid-curing, general-purpose adhesive/encapsulant."
Adhesives,NA,300050-774,"5 Minute® Epoxy, Devcon Epoxy in Dual Bottle, Light Amber, 15 oz.",1,$178.64,https://us.vwr.com/store/product/7604082/5-minute-epoxy-devcon,https://us.vwr.com/stibo/smallweb/std.lang.all/45/62/18984562.jpg,"Description: A rapid-curing, general-purpose adhesive/encapsulant."
Adhesives,NA,300007-392,"5 Minute® Epoxy, Devcon Epoxy in dual syringe tube, Light Amber, 25 ml",1,$20.21,https://us.vwr.com/store/product/7604082/5-minute-epoxy-devcon,https://us.vwr.com/stibo/smallweb/std.lang.all/45/62/18984562.jpg,"Description: A rapid-curing, general-purpose adhesive/encapsulant."
Adhesives,NA,300050-776,"5 Minute® Epoxy, Devcon Epoxy in Dual Tube, Light Amber, 2.5 oz.",1,$37.15,https://us.vwr.com/store/product/7604082/5-minute-epoxy-devcon,https://us.vwr.com/stibo/smallweb/std.lang.all/45/62/18984562.jpg,"Description: A rapid-curing, general-purpose adhesive/encapsulant."
Adhesives,NA,76247-136,"Henkel Loctite 222 Threadlocker Adhesive, Ellsworth Adhesives Anaerobic adhesive, specific gravity 1.08  at 20 °C, Purple, 10 ml",1,$70.45,https://us.vwr.com/store/product/24813534/henkel-loctite-222-threadlocker-adhesive-ellsworth-adhesives,https://us.vwr.com/supplier/smallweb/ImageUnavailable.jpg,Description: This is a one component anaerobic material designed for the locking and sealing of threaded fasteners which require easy disassembly with standard han...
Adhesives,NA,82002-812,"PRISM® 460™ Low Odor/Low Bloom Instant Adhesive, Loctite®, Henkel 20 g (0.7 oz.) bottle",1,$76.22,https://us.vwr.com/store/product/4600726/prism-460tm-low-odor-low-bloom-instant-adhesive-loctite-henkel,https://us.vwr.com/stibo/smallweb/std.lang.all/62/01/4906201.jpg,Description: This low-viscosity adhesive instantly bonds components with minimal fumes or odors and has non-blooming characteristics.
Adhesives,NA,500033-496,"Elmer's® Rubber Cement Repositionable rubber cement, bottle with brush, Opaque application, Clear dry, 4 oz.",1,$3.54,https://us.vwr.com/store/product/7082152/elmer-s-rubber-cement,https://us.vwr.com/stibo/smallweb/std.lang.all/73/98/23557398.jpg,"Description: Finally, a better solution for adhering photos and detailed cut and paste projects."
Adhesives,NA,300050-786,"25 Epoxy Plus Adhesives, Devcon Dev-Pak Epoxy Plus, Light Gray, 50 ml, 0.09 lb., Dev-Pak™",1,$65.58,https://us.vwr.com/store/product/7604069/25-epoxy-plus-adhesives-devcon,https://us.vwr.com/stibo/smallweb/std.lang.all/97/22/7619722.jpg,"Description: Multi-purpose adhesive bonds metals, FRP composites, rigid plastics, concrete, glass, and wood."
Adhesives,NA,500027-094,"Duck® Double-Stick Foam Mounting Tape Permanent double-sided adhesive mounting tape, White, 3/4×15 '",1,$8.11,https://us.vwr.com/store/product/7092652/duck-double-stick-foam-mounting-tape,https://us.vwr.com/stibo/smallweb/std.lang.all/85/14/22878514.jpg,Description: Permanent foam mounting tape has an aggressive adhesive tack that is also moisture resistant
Adhesives,NA,500027-091,"Duck® Double-Stick Foam Mounting Tape Permanent double-sided adhesive mounting tape, -, 3/4×36 yd.",1,$30.71,https://us.vwr.com/store/product/7092652/duck-double-stick-foam-mounting-tape,https://us.vwr.com/stibo/smallweb/std.lang.all/85/14/22878514.jpg,Description: Permanent foam mounting tape has an aggressive adhesive tack that is also moisture resistant
Adhesives,NA,100499-710,"Grid Mats, Electron Microscopy Sciences Round grid mats",1,$147.74,https://us.vwr.com/store/product/12359900/grid-mats-electron-microscopy-sciences,https://us.vwr.com/stibo/smallweb/std.lang.all/52/78/11945278.jpg,"Description: White silicone rubber mats, with numbered compartments."
